ticker,name,failed_gates,values,missing_fields,source,retrieved_at
GLXY,Galaxy Digital Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -3.82, 'eps_growth_yoy': -2.0069, 'eps_next_year': 79.08, 'operating_margin': 0.8699999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
GNTX,Gentex Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -1.0, 'eps_growth_yoy': 25.53, 'eps_next_year': 7.35, 'operating_margin': 19.55}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
GOOG,Alphabet Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 23.98, 'eps_growth_yoy': 2.9402, 'eps_next_year': -25.88, 'operating_margin': 33.96}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
GOOGL,Alphabet Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 23.98, 'eps_growth_yoy': 2.9402, 'eps_next_year': -25.85, 'operating_margin': 33.96}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
GSAT,Globalstar Inc,revenue_growth;eps_growth;earnings_window,"{'revenue_growth_yoy': 16.71, 'eps_growth_yoy': 1.08, 'eps_next_year': 72.21, 'operating_margin': 8.61}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
GTLB,Gitlab Inc,operating_margin,"{'revenue_growth_yoy': 23.150000000000002, 'eps_growth_yoy': 86.57000000000001, 'eps_next_year': 25.2, 'operating_margin': -4.4799999999999995}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
GTX,Garrett Motion Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 6.9, 'eps_growth_yoy': 25.009999999999998, 'eps_next_year': 14.0, 'operating_margin': 14.81}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HALO,Halozyme Therapeutics Inc,earnings_window,"{'revenue_growth_yoy': 42.230000000000004, 'eps_growth_yoy': 30.959999999999997, 'eps_next_year': 25.5, 'operating_margin': 56.96}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HAS,Hasbro Inc,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 16.189999999999998, 'eps_growth_yoy': 118.42999999999999, 'eps_next_year': 5.86, 'operating_margin': 28.13}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HBAN,Huntington Bancshares Inc,eps_growth,"{'revenue_growth_yoy': 38.019999999999996, 'eps_growth_yoy': -2.56, 'eps_next_year': 35.81, 'operating_margin': 20.51}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HLNE,Hamilton Lane Inc,eps_next_year,"{'revenue_growth_yoy': 56.48, 'eps_growth_yoy': 50.480000000000004, 'eps_next_year': 2.87, 'operating_margin': 54.620000000000005}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HON,Honeywell International Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': -6.12, 'eps_growth_yoy': 2.6401, 'eps_next_year': 20.72, 'operating_margin': 19.17}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HQY,Healthequity Inc,revenue_growth,"{'revenue_growth_yoy': 7.13, 'eps_growth_yoy': 33.910000000000004, 'eps_next_year': 15.42, 'operating_margin': 25.95}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HRMY,Harmony Biosciences Holdings Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 16.59, 'eps_growth_yoy': -28.999999999999996, 'eps_next_year': 9.1, 'operating_margin': 21.08}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HSIC,Henry Schein Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 6.7299999999999995, 'eps_growth_yoy': 17.18, 'eps_next_year': 11.46, 'operating_margin': 5.9799999999999995}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HST,Host Hotels & Resorts Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 3.4000000000000004, 'eps_growth_yoy': 8.32, 'eps_next_year': -24.57, 'operating_margin': 14.360000000000001}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HTFL,Heartflow Inc,eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 41.339999999999996, 'eps_growth_yoy': 19.77, 'eps_next_year': 43.67, 'operating_margin': -35.83}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HUBG,Hub Group Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -5.3100000000000005, 'eps_growth_yoy': 22.21, 'eps_next_year': 41.08, 'operating_margin': 3.81}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HUT,Hut 8 Corp,eps_growth;operating_margin,"{'revenue_growth_yoy': 81.44, 'eps_growth_yoy': -2.0787, 'eps_next_year': 24.41, 'operating_margin': -54.09}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
HWC,Hancock Whitney Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.8500000000000005, 'eps_growth_yoy': 17.83, 'eps_next_year': 12.25, 'operating_margin': 27.41}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
ICHR,Ichor Holdings Ltd,operating_margin,"{'revenue_growth_yoy': 22.68, 'eps_growth_yoy': 109.99000000000001, 'eps_next_year': 108.19, 'operating_margin': 1.06}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
ICLR,Icon Plc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 1.2, 'eps_growth_yoy': -63.33, 'eps_next_year': 12.63, 'operating_margin': 10.14}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
IDYA,Ideaya Biosciences Inc,eps_next_year;operating_margin,"{'revenue_growth_yoy': None, 'eps_growth_yoy': -35.99, 'eps_next_year': 12.19, 'operating_margin': -81.44}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
ILMN,Illumina Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 9.84, 'eps_growth_yoy': -9.610000000000001, 'eps_next_year': 13.43, 'operating_margin': 19.869999999999997}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
IMNM,Immunome Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': -100.0, 'eps_growth_yoy': 9.25, 'eps_next_year': -1.74, 'operating_margin': -56.9883}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
INDV,Indivior Pharmaceuticals Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 13.58, 'eps_growth_yoy': 5.8852, 'eps_next_year': 9.25, 'operating_margin': 39.94}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
INOD,Innodata Inc,earnings_window,"{'revenue_growth_yoy': 54.42, 'eps_growth_yoy': 87.97, 'eps_next_year': 60.1, 'operating_margin': 16.84}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
INSM,Insmed Inc,revenue_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 2.2962, 'eps_growth_yoy': 46.489999999999995, 'eps_next_year': 115.63, 'operating_margin': -117.77}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
INTA,Intapp Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 12.950000000000001, 'eps_growth_yoy': -10.0923, 'eps_next_year': 22.67, 'operating_margin': -6.2700000000000005}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
INTC,Intel Corp,eps_growth,"{'revenue_growth_yoy': 25.419999999999998, 'eps_growth_yoy': -2.2364, 'eps_next_year': 36.55, 'operating_margin': 8.03}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
INTU,Intuit Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': 10.37, 'eps_growth_yoy': 11.01, 'eps_next_year': 15.03, 'operating_margin': 27.47}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
IONS,Ionis Pharmaceuticals Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -40.73, 'eps_growth_yoy': -2.0229, 'eps_next_year': 47.28, 'operating_margin': -68.08999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
IRDM,Iridium Communications Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': 3.84, 'eps_growth_yoy': -56.08, 'eps_next_year': 37.24, 'operating_margin': 23.76}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
IREN,IREN Ltd,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 2.3, 'eps_growth_yoy': -8.0255, 'eps_next_year': 70.99, 'operating_margin': -29.82}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
ISRG,Intuitive Surgical Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 18.54, 'eps_growth_yoy': 26.619999999999997, 'eps_next_year': 11.88, 'operating_margin': 31.28}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
ITRI,Itron Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -7.23, 'eps_growth_yoy': -18.95, 'eps_next_year': 7.35, 'operating_margin': 13.87}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
JAZZ,Jazz Pharmaceuticals plc,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 15.55, 'eps_growth_yoy': 123.66, 'eps_next_year': 3.57, 'operating_margin': 20.76}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
JBHT,J.B. Hunt Transport Services Inc,revenue_growth;operating_margin,"{'revenue_growth_yoy': 19.37, 'eps_growth_yoy': 45.25, 'eps_next_year': 29.59, 'operating_margin': 7.59}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
JKHY,Jack Henry & Associates Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 8.74, 'eps_growth_yoy': 12.2, 'eps_next_year': 5.93, 'operating_margin': 26.0}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KDP,Keurig Dr Pepper Inc,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 9.379999999999999, 'eps_growth_yoy': -47.83, 'eps_next_year': 10.53, 'operating_margin': 20.5}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KHC,Kraft Heinz Co,revenue_growth,"{'revenue_growth_yoy': -1.4200000000000002, 'eps_growth_yoy': 30.270000000000003, 'eps_next_year': 104.0, 'operating_margin': 17.119999999999997}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KLAC,KLA Corp,revenue_growth;eps_growth,"{'revenue_growth_yoy': 15.25, 'eps_growth_yoy': 14.760000000000002, 'eps_next_year': 20.98, 'operating_margin': 41.77}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KLIC,Kulicke & Soffa Industries Inc,eps_growth,"{'revenue_growth_yoy': 122.63, 'eps_growth_yoy': 18.1474, 'eps_next_year': 49.87, 'operating_margin': 13.04}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KMB,Kimberly-Clark Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -13.99, 'eps_growth_yoy': 17.32, 'eps_next_year': 11.0, 'operating_margin': 14.219999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KTOS,Kratos Defense & Security Solutions Inc,eps_growth;operating_margin,"{'revenue_growth_yoy': 30.53, 'eps_growth_yoy': 26.090000000000003, 'eps_next_year': 34.12, 'operating_margin': 1.6}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
KYMR,Kymera Therapeutics Inc,revenue_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 4.664, 'eps_growth_yoy': 34.53, 'eps_next_year': -29.92, 'operating_margin': -3.2983}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LASR,nLIGHT Inc,operating_margin;earnings_window,"{'revenue_growth_yoy': 55.19, 'eps_growth_yoy': 106.49, 'eps_next_year': 28.81, 'operating_margin': -5.18}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LAUR,Laureate Education Inc,revenue_growth,"{'revenue_growth_yoy': 17.5, 'eps_growth_yoy': 51.23, 'eps_next_year': 15.86, 'operating_margin': 24.42}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LBRDK,Liberty Broadband Corp,revenue_growth;eps_growth;earnings_window,"{'revenue_growth_yoy': -100.0, 'eps_growth_yoy': -6.5483, 'eps_next_year': None, 'operating_margin': None}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LFTO,Liftoff Mobile Inc,eps_growth;earnings_window,"{'revenue_growth_yoy': 37.12, 'eps_growth_yoy': 11.7716, 'eps_next_year': None, 'operating_margin': 28.249999999999996}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LGN,Legence Corp,eps_growth;earnings_window,"{'revenue_growth_yoy': 89.32, 'eps_growth_yoy': 1.8346, 'eps_next_year': 38.2, 'operating_margin': None}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LIN,Linde Plc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 9.35, 'eps_growth_yoy': 11.3, 'eps_next_year': 9.62, 'operating_margin': 27.1}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LIND,Lindblad Expeditions Holdings Inc,revenue_growth;operating_margin,"{'revenue_growth_yoy': 18.64, 'eps_growth_yoy': 87.94999999999999, 'eps_next_year': 176.35, 'operating_margin': 6.99}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LINE,Lineage Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 0.8099999999999999, 'eps_growth_yoy': -3.855, 'eps_next_year': 26.4, 'operating_margin': 4.32}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LITE,Lumentum Holdings Inc,eps_growth;earnings_window,"{'revenue_growth_yoy': 90.12, 'eps_growth_yoy': 3.3276, 'eps_next_year': 125.89, 'operating_margin': 10.18}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LIVN,LivaNova PLC,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 10.8, 'eps_growth_yoy': 2.8872, 'eps_next_year': 7.83, 'operating_margin': 14.510000000000002}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LKQ,LKQ Corp,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -6.43, 'eps_growth_yoy': -27.63, 'eps_next_year': 15.2, 'operating_margin': 7.24}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LNT,Alliant Energy Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 1.04, 'eps_growth_yoy': -3.64, 'eps_next_year': 7.62, 'operating_margin': 22.1}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LNTH,Lantheus Holdings Inc,revenue_growth;earnings_window,"{'revenue_growth_yoy': 1.23, 'eps_growth_yoy': 76.37, 'eps_next_year': 17.5, 'operating_margin': 18.790000000000003}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LOGI,Logitech International SA,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 6.93, 'eps_growth_yoy': 65.89, 'eps_next_year': 7.66, 'operating_margin': 18.14}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LQDA,Liquidia Corp,eps_growth;earnings_window,"{'revenue_growth_yoy': 41.5849, 'eps_growth_yoy': 2.1605, 'eps_next_year': 76.85, 'operating_margin': 15.809999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LSCC,Lattice Semiconductor Corp,eps_growth,"{'revenue_growth_yoy': 62.2, 'eps_growth_yoy': 5.5094, 'eps_next_year': 50.72, 'operating_margin': 8.469999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LULU,Lululemon Athletica Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.26, 'eps_growth_yoy': -35.120000000000005, 'eps_next_year': 3.3, 'operating_margin': 18.47}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
LYFT,Lyft Inc,revenue_growth;eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 13.81, 'eps_growth_yoy': 4.9, 'eps_next_year': 69.42, 'operating_margin': -2.42}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MAR,Marriott International Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.8500000000000005, 'eps_growth_yoy': 4.26, 'eps_next_year': 11.91, 'operating_margin': 15.73}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MCHP,Microchip Technology Inc,eps_growth;earnings_window,"{'revenue_growth_yoy': 35.11, 'eps_growth_yoy': 1.7291, 'eps_next_year': 31.05, 'operating_margin': 11.24}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MDB,MongoDB Inc,operating_margin,"{'revenue_growth_yoy': 25.25, 'eps_growth_yoy': 111.72, 'eps_next_year': 19.57, 'operating_margin': -4.18}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MDLN,Medline Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 11.600000000000001, 'eps_growth_yoy': -83.26, 'eps_next_year': 5.6, 'operating_margin': 6.5}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MDLZ,Mondelez International Inc,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 4.130000000000001, 'eps_growth_yoy': 143.73, 'eps_next_year': 10.19, 'operating_margin': 15.840000000000002}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MEOH,Methanex Corp,eps_growth;eps_next_year,"{'revenue_growth_yoy': 75.17, 'eps_growth_yoy': 1.688, 'eps_next_year': -37.77, 'operating_margin': 17.37}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
META,Meta Platforms Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 27.96, 'eps_growth_yoy': -13.44, 'eps_next_year': 7.13, 'operating_margin': 38.080000000000005}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MGNI,Magnite Inc,revenue_growth,"{'revenue_growth_yoy': 5.52, 'eps_growth_yoy': 143.89000000000001, 'eps_next_year': 16.88, 'operating_margin': 14.790000000000001}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MIDD,Middleby Corp,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': -7.359999999999999, 'eps_growth_yoy': -43.87, 'eps_next_year': 9.8, 'operating_margin': 16.7}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MIRM,Mirum Pharmaceuticals Inc,eps_growth;operating_margin,"{'revenue_growth_yoy': 43.28, 'eps_growth_yoy': -43.7249, 'eps_next_year': 94.89, 'operating_margin': -12.31}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MKSI,MKS Inc,revenue_growth,"{'revenue_growth_yoy': 15.17, 'eps_growth_yoy': 53.81, 'eps_next_year': 31.75, 'operating_margin': 15.03}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MKTX,MarketAxess Holdings Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -2.62, 'eps_growth_yoy': 1.17, 'eps_next_year': 9.27, 'operating_margin': 40.14}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MMED,MiniMed Group Inc,eps_next_year,"{'revenue_growth_yoy': None, 'eps_growth_yoy': None, 'eps_next_year': 4.27, 'operating_margin': None}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MMSI,Merit Medical Systems Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 9.83, 'eps_growth_yoy': 20.3, 'eps_next_year': 7.21, 'operating_margin': 12.690000000000001}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MMYT,MakeMyTrip Ltd,revenue_growth;eps_growth,"{'revenue_growth_yoy': 6.22, 'eps_growth_yoy': -61.53999999999999, 'eps_next_year': 97.7, 'operating_margin': 14.95}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MNDY,Monday.Com Ltd,eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 24.45, 'eps_growth_yoy': 10.99, 'eps_next_year': 21.41, 'operating_margin': 0.63}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MNST,Monster Beverage Corp,eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 26.889999999999997, 'eps_growth_yoy': 27.650000000000002, 'eps_next_year': 13.1, 'operating_margin': 29.34}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MRNA,Moderna Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 2.11, 'eps_growth_yoy': 7.6, 'eps_next_year': 42.68, 'operating_margin': -149.01}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MRVL,Marvell Technology Inc,eps_growth,"{'revenue_growth_yoy': 27.57, 'eps_growth_yoy': -81.0, 'eps_next_year': 54.14, 'operating_margin': 16.41}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MRX,Marex Group Ltd,eps_next_year;earnings_window,"{'revenue_growth_yoy': 54.03, 'eps_growth_yoy': 38.66, 'eps_next_year': 12.85, 'operating_margin': 31.34}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MSFT,Microsoft Corp,revenue_growth,"{'revenue_growth_yoy': 17.75, 'eps_growth_yoy': 31.65, 'eps_next_year': 19.19, 'operating_margin': 46.78}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MSTR,Strategy Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 6.88, 'eps_growth_yoy': -1.7502, 'eps_next_year': 134.17, 'operating_margin': -8.129999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MTCH,Match Group Inc,revenue_growth,"{'revenue_growth_yoy': -1.23, 'eps_growth_yoy': 43.47, 'eps_next_year': 17.5, 'operating_margin': 28.15}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MTSI,MACOM Technology Solutions Holdings Inc,earnings_window,"{'revenue_growth_yoy': 22.5, 'eps_growth_yoy': 42.88, 'eps_next_year': 42.07, 'operating_margin': 15.959999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MU,Micron Technology Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': 3.4572, 'eps_growth_yoy': 13.7209, 'eps_next_year': 111.24, 'operating_margin': 65.75}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MWH,SOLV Energy Inc,earnings_window,"{'revenue_growth_yoy': None, 'eps_growth_yoy': None, 'eps_next_year': 54.62, 'operating_margin': None}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
MXL,MaxLinear Inc,operating_margin,"{'revenue_growth_yoy': 55.169999999999995, 'eps_growth_yoy': 105.89999999999999, 'eps_next_year': 54.03, 'operating_margin': -11.600000000000001}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NAMS,NewAmsterdam Pharma Company NV,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -80.67, 'eps_growth_yoy': -2.5488, 'eps_next_year': 17.43, 'operating_margin': -34.322}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NAVN,Navan Inc,operating_margin,"{'revenue_growth_yoy': 39.86, 'eps_growth_yoy': 66.82000000000001, 'eps_next_year': 51.81, 'operating_margin': -24.89}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NBIS,Nebius Group NV,revenue_growth;eps_growth;eps_next_year;operating_margin;earnings_window,"{'revenue_growth_yoy': 6.2152, 'eps_growth_yoy': 5.214, 'eps_next_year': -26.93, 'operating_margin': -68.78999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NCNO,Ncino Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 10.6, 'eps_growth_yoy': 1.6122, 'eps_next_year': 17.26, 'operating_margin': 7.000000000000001}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NDAQ,Nasdaq Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 21.15, 'eps_growth_yoy': 14.38, 'eps_next_year': 12.96, 'operating_margin': 30.78}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NESR,National Energy Services Reunited Corp,operating_margin;earnings_window,"{'revenue_growth_yoy': 33.48, 'eps_growth_yoy': 115.55, 'eps_next_year': 45.87, 'operating_margin': 7.960000000000001}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NFLX,Netflix Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 13.41, 'eps_growth_yoy': 11.06, 'eps_next_year': 6.04, 'operating_margin': 30.25}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NKTR,Nektar Therapeutics,revenue_growth;eps_next_year;operating_margin;earnings_window,"{'revenue_growth_yoy': 3.83, 'eps_growth_yoy': 49.830000000000005, 'eps_next_year': -20.31, 'operating_margin': -2.2408}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NMRK,Newmark Group Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 18.8, 'eps_growth_yoy': -5.36, 'eps_next_year': 12.78, 'operating_margin': 7.59}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NN,NextNav Inc,revenue_growth;eps_next_year;operating_margin;earnings_window,"{'revenue_growth_yoy': -35.35, 'eps_growth_yoy': 73.32, 'eps_next_year': -11.58, 'operating_margin': -18.0122}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NRIX,Nurix Therapeutics Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -79.47, 'eps_growth_yoy': -55.54, 'eps_next_year': 26.0, 'operating_margin': -9.8237}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NTAP,Netapp Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 12.46, 'eps_growth_yoy': 23.01, 'eps_next_year': 10.5, 'operating_margin': 24.45}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NTNX,Nutanix Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 10.03, 'eps_growth_yoy': 19.25, 'eps_next_year': 13.62, 'operating_margin': 8.74}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NTRA,Natera Inc,eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 38.82, 'eps_growth_yoy': -21.060000000000002, 'eps_next_year': 81.55, 'operating_margin': -12.809999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NTRS,Northern Trust Corp,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 17.18, 'eps_growth_yoy': 98.21, 'eps_next_year': 9.29, 'operating_margin': 13.389999999999999}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
NVDA,NVIDIA Corp,eps_growth,"{'revenue_growth_yoy': 85.22999999999999, 'eps_growth_yoy': 2.1342, 'eps_next_year': 42.0, 'operating_margin': 64.02}",,Finviz via finvizfinance screener views,2026-08-06T23:30:32+02:00
